112,48,117,65,2
103,48,117,84,2
130,48,117,52,2
103,40,72,52,2
130,36,90,84,2
112,36,90,52,2
103,48,72,65,2
103,36,90,65,1
130,40,72,65,2
184,62,0,0,2
170,62,0,0,2
213,62,0,0,2
170,52,0,0,2
213,47,0,0,2
184,47,0,0,2
170,62,0,0,2
170,47,0,0,2
213,52,0,0,2
58,32,105,40,2
58,29,136,50,2
58,32,136,65,2
47,29,84,65,2
51,32,136,40,2
51,38,84,40,2
51,29,84,50,2
51,32,105,50,2
58,38,84,65,2
138,40,135,80,2
138,40,175,130,2
138,36,175,100,2
105,36,108,130,2
116,40,175,80,2
116,36,108,100,2
116,48,108,80,2
138,48,108,130,2
116,40,135,100,2
269,70,0,0,2
243,70,0,0,2
320,70,0,0,2
243,58,0,0,2
320,52,0,0,2
269,52,0,0,2
243,70,0,0,2
243,52,0,0,2
320,58,0,0,2
116,35,70,35,2
95,26,91,28,2
116,26,56,28,2
102,26,91,45,2
102,29,56,45,2
95,29,91,35,2
95,35,70,28,2
95,29,70,45,2
102,35,70,45,2
87,42,117,140,2
80,42,117,182,2
101,42,117,112,2
80,35,72,112,2
101,31,90,182,2
87,31,90,112,2
80,42,72,140,1
80,31,90,140,2
101,35,72,140,2
109,26,130,30,2
100,26,130,39,2
126,26,130,24,2
100,22,80,24,3
126,20,100,39,2
109,20,100,24,3
100,26,80,30,3
100,20,100,30,2
126,22,80,30,2
116,24,60,32,2
116,22,78,40,2
116,24,78,52,2
95,22,48,52,2
102,24,78,32,2
102,29,48,32,2
102,22,48,40,2
102,24,60,40,2
116,29,48,52,2
131,42,0,0,2
110,31,0,0,1
131,31,0,0,2
117,31,0,0,2
117,35,0,0,2
110,35,0,0,2
110,42,0,0,2
110,35,0,0,2
117,42,0,0,1
116,32,0,0,2
116,32,0,0,2
116,29,0,0,2
93,29,0,0,2
101,32,0,0,2
101,29,0,0,2
101,38,0,0,2
116,38,0,0,2
101,32,0,0,2
131,36,0,0,2
131,36,0,0,2
131,32,0,0,2
110,32,0,0,2
117,36,0,0,2
117,32,0,0,2
117,43,0,0,2
131,43,0,0,2
117,36,0,0,2
168,37,0,0,2
129,28,0,0,2
168,28,0,0,2
142,28,0,0,2
142,31,0,0,2
129,31,0,0,1
129,37,0,0,1
129,31,0,0,2
142,37,0,0,2
130,31,91,100,2
118,31,91,130,2
153,31,91,80,2
118,26,56,80,1
153,23,70,130,2
130,23,70,80,2
118,31,56,100,2
118,23,70,100,1
153,26,56,100,2
111,26,0,0,2
111,20,0,0,2
90,20,0,0,2
97,20,0,0,2
97,22,0,0,2
90,22,0,0,2
90,26,0,0,2
90,22,0,0,2
97,26,0,0,1
208,62,190,80,2
208,62,247,130,2
208,56,247,100,2
165,56,152,130,2
179,62,247,80,2
179,56,152,100,2
179,74,152,80,2
208,74,152,130,2
179,62,190,100,2
132,23,90,20,2
132,23,117,32,2
132,21,117,25,2
102,21,72,32,2
112,23,117,20,2
112,21,72,25,2
112,28,72,20,2
132,28,72,32,2
112,23,90,25,2
186,24,110,32,2
186,24,143,52,2
186,22,143,40,2
154,22,88,52,2
165,24,143,32,2
165,22,88,40,2
165,29,88,32,2
186,29,88,52,2
165,24,110,40,2
212,26,1200,10,3
177,20,1560,13,1
159,20,1560,8,3
212,20,960,8,3
177,22,960,13,1
159,22,1560,10,1
159,26,1200,8,2
159,22,1200,13,2
177,26,1200,13,1
179,31,110,30,2
137,23,143,24,2
179,23,88,24,3
151,23,143,39,2
151,26,88,39,2
137,26,143,30,2
137,31,110,24,2
137,26,110,39,2
151,31,110,39,2
133,96,0,0,2
122,96,0,0,2
154,96,0,0,1
122,80,0,0,2
154,72,0,0,2
133,72,0,0,2
122,96,0,0,2
122,72,0,0,2
154,80,0,0,2
108,52,70,36,3
108,52,91,58,1
108,47,91,45,1
87,47,56,58,1
94,52,91,36,3
94,47,56,45,1
94,62,56,36,3
108,62,56,58,3
94,52,70,45,3
102,54,78,50,2
95,54,78,65,2
116,54,78,40,1
95,45,48,40,1
116,40,60,65,2
102,40,60,40,2
95,54,48,50,1
95,40,60,50,1
116,45,48,50,2
210,118,0,0,2
164,88,0,0,2
210,88,0,0,2
179,88,0,0,2
179,98,0,0,2
164,98,0,0,2
164,118,0,0,2
164,98,0,0,2
179,118,0,0,1
179,119,182,90,3
164,99,112,72,3
164,119,182,117,2
210,119,182,72,2
210,89,140,117,2
179,89,140,72,2
164,119,112,90,3
164,89,140,90,3
210,99,112,90,3
233,74,190,44,2
233,74,247,71,2
233,67,247,55,2
177,67,152,71,2
196,74,247,44,2
196,67,152,55,2
196,89,152,44,2
233,89,152,71,2
196,74,190,55,2
86,36,0,0,2
79,36,0,0,2
100,36,0,0,2
79,30,0,0,2
100,27,0,0,2
86,27,0,0,2
79,36,0,0,2
79,27,0,0,2
100,30,0,0,2
92,60,0,0,2
108,60,0,0,2
84,60,0,0,2
84,50,0,0,1
108,45,0,0,2
84,60,0,0,2
92,45,0,0,1
108,50,0,0,2
84,45,0,0,1
110,60,91,80,1
103,60,91,104,2
124,60,91,64,1
103,50,56,64,1
124,45,70,104,1
110,45,70,64,2
103,60,56,80,2
103,45,70,80,1
124,50,56,80,2
118,60,70,27,2
97,45,91,22,2
118,45,56,22,2
104,45,91,35,2
104,50,56,35,2
97,50,91,27,2
97,60,70,22,2
97,50,70,35,2
104,60,70,35,2
182,60,182,80,2
165,60,182,104,2
215,60,182,64,2
165,50,112,64,2
215,45,140,104,2
182,45,140,64,2
165,60,112,80,3
165,45,140,80,2
215,50,112,80,2
281,50,0,0,2
281,50,0,0,1
281,45,0,0,2
216,45,0,0,2
238,50,0,0,2
238,45,0,0,2
238,60,0,0,2
281,60,0,0,2
238,50,0,0,2
64,3120,0,0,2
71,3120,0,0,2
61,3120,0,0,2
61,2600,0,0,1
71,2340,0,0,1
64,2340,0,0,1
61,3120,0,0,2
71,2600,0,0,2
61,2340,0,0,2
139,2600,0,0,2
139,2600,0,0,2
139,2340,0,0,1
110,2340,0,0,1
120,2600,0,0,2
120,2340,0,0,1
120,3120,0,0,2
139,3120,0,0,2
120,2600,0,0,1
148,2600,0,0,2
148,2340,0,0,1
148,2600,0,0,1
112,2340,0,0,1
124,2600,0,0,1
124,2340,0,0,1
124,3120,0,0,2
148,3120,0,0,1
124,2600,0,0,1
87,3120,0,0,2
80,3120,0,0,2
101,3120,0,0,2
80,2600,0,0,2
101,2340,0,0,2
87,2340,0,0,1
80,3120,0,0,2
80,2340,0,0,1
101,2600,0,0,2
66,2600,50,32,2
66,2600,65,52,2
66,2340,65,40,2
56,2340,40,52,2
59,2600,65,32,2
59,2340,40,40,2
59,3120,40,32,2
66,3120,40,52,2
59,2600,50,40,2
121,3120,0,0,2
100,2340,0,0,2
121,2340,0,0,2
107,2340,0,0,2
107,2600,0,0,2
100,2600,0,0,2
100,3120,0,0,2
100,2600,0,0,2
107,3120,0,0,1
205,3120,0,0,2
159,2340,0,0,2
205,2340,0,0,2
174,2340,0,0,2
174,2600,0,0,2
159,2600,0,0,1
159,3120,0,0,2
159,2600,0,0,2
174,3120,0,0,1
97,3120,0,0,2
88,3120,0,0,2
114,3120,0,0,2
88,2600,0,0,2
114,2340,0,0,2
97,2340,0,0,2
88,3120,0,0,2
88,2340,0,0,2
114,2600,0,0,2
274,2600,210,48,2
274,2600,273,78,1
274,2340,273,60,1
209,2340,168,78,1
231,2600,273,48,2
231,2340,168,60,2
231,3120,168,48,2
274,3120,168,78,2
231,2600,210,60,1
109,2600,90,40,2
109,2600,117,65,2
109,2340,117,50,1
88,2340,72,65,2
95,2600,117,40,2
95,2340,72,50,2
95,3120,72,40,2
109,3120,72,65,2
95,2600,90,50,2
85,3120,0,0,2
78,3120,0,0,2
99,3120,0,0,2
78,2600,0,0,2
99,2340,0,0,2
85,2340,0,0,2
78,3120,0,0,2
78,2340,0,0,2
99,2600,0,0,2
141,3120,90,55,2
109,2340,117,44,2
141,2340,72,44,2
120,2340,117,71,2
120,2600,72,71,2
109,2600,117,55,2
109,3120,90,44,2
109,2600,90,71,2
120,3120,90,71,1
173,2600,90,48,2
173,2600,117,78,1
173,2340,117,60,1
136,2340,72,78,1
148,2600,117,48,1
148,2340,72,60,2
148,3120,72,48,2
173,3120,72,78,2
148,2600,90,60,1
152,3120,0,0,2
122,2340,0,0,1
152,2340,0,0,2
132,2340,0,0,2
132,2600,0,0,2
122,2600,0,0,1
122,3120,0,0,2
